"","V1","V2","V3","V4"
"14696","gene:ENSOKIG00005031653","gene:ENSOKIG00005031653","Gene","Expression"
"14697","gene:ENSOKIG00005031661","gene:ENSOKIG00005031661","Gene","Expression"
"14698","gene:ENSOKIG00005031662","gene:ENSOKIG00005031662","Gene","Expression"
"14699","gene:ENSOKIG00005031664","gene:ENSOKIG00005031664","Gene","Expression"
"14700","gene:ENSOKIG00005031667","hoxc4a","Gene","Expression"
"14701","gene:ENSOKIG00005031672","hoxc5a","Gene","Expression"
"14702","gene:ENSOKIG00005031680","hoxc6a","Gene","Expression"
"14703","gene:ENSOKIG00005031699","hoxc9a","Gene","Expression"
"14704","gene:ENSOKIG00005031723","MIR196A2","Gene","Expression"
"14705","gene:ENSOKIG00005031727","HOXC10.1","Gene","Expression"
"14706","gene:ENSOKIG00005031738","hoxc11a","Gene","Expression"
"14707","gene:ENSOKIG00005031758","hoxc12a","Gene","Expression"
"14708","gene:ENSOKIG00005031774","hoxc13a","Gene","Expression"
"14709","gene:ENSOKIG00005031783","calcoco1a","Gene","Expression"
"14710","gene:ENSOKIG00005031812","RARG","Gene","Expression"
"14711","gene:ENSOKIG00005032300","nr1d4a","Gene","Expression"
"14712","gene:ENSOKIG00005032313","mfsd5","Gene","Expression"
"14713","gene:ENSOKIG00005032322","FAIM2","Gene","Expression"
"14714","gene:ENSOKIG00005032337","si:dkey-21c19.3","Gene","Expression"
"14715","gene:ENSOKIG00005032380","rbms2b","Gene","Expression"
"14716","gene:ENSOKIG00005032605","lrp1ab","Gene","Expression"
"14717","gene:ENSOKIG00005035818","fmnl3","Gene","Expression"
"14718","gene:ENSOKIG00005036212","esyt1a","Gene","Expression"
"14719","gene:ENSOKIG00005036716","gene:ENSOKIG00005036716","Gene","Expression"
"14720","gene:ENSOKIG00005036727","pa2g4b","Gene","Expression"
"14721","gene:ENSOKIG00005036889","erbb3b","Gene","Expression"
"14722","gene:ENSOKIG00005038456","gene:ENSOKIG00005038456","Gene","Expression"
"14723","gene:ENSOKIG00005038471","WNT10B","Gene","Expression"
"14724","gene:ENSOKIG00005038536","wnt1","Gene","Expression"
"14725","gene:ENSOKIG00005038550","gene:ENSOKIG00005038550","Gene","Expression"
"14726","gene:ENSOKIG00005038564","ikzf4","Gene","Expression"
"14727","gene:ENSOKIG00005038573","lmbr1l","Gene","Expression"
"14728","gene:ENSOKIG00005038600","dhh","Gene","Expression"
"14729","gene:ENSOKIG00005038604","gene:ENSOKIG00005038604","Gene","Expression"
"14730","gene:ENSOKIG00005038616","kmt2d","Gene","Expression"
"14731","gene:ENSOKIG00005038718","acvr1ba","Gene","Expression"
"14732","gene:ENSOKIG00005039534","acvrl1","Gene","Expression"
"14733","gene:ENSOKIG00005039610","ankrd33aa","Gene","Expression"
"14734","gene:ENSOKIG00005039651","gene:ENSOKIG00005039651","Gene","Expression"
"14735","gene:ENSOKIG00005039743","gene:ENSOKIG00005039743","Gene","Expression"
"14736","gene:ENSOKIG00005039754","sp5l","Gene","Expression"
"14737","gene:ENSOKIG00005039762","b4galnt1a","Gene","Expression"
"14738","gene:ENSOKIG00005039778","c1galt1a","Gene","Expression"
"14739","gene:ENSOKIG00005039784","gene:ENSOKIG00005039784","Gene","Expression"
"14740","gene:ENSOKIG00005039792","znf385a","Gene","Expression"
"14741","gene:ENSOKIG00005039805","birc5b","Gene","Expression"
"14742","gene:ENSOKIG00005039810","NEUROD4.1","Gene","Expression"
"14743","gene:ENSOKIG00005039823","gene:ENSOKIG00005039823","Gene","Expression"
"14744","gene:ENSOKIG00005039949","TMEM9","Gene","Expression"
"14745","gene:ENSOKIG00005039958","si:ch211-240l19.6","Gene","Expression"
"14746","gene:ENSOKIG00005039978","SMC1A","Gene","Expression"
"14747","gene:ENSOKIG00005040160","gene:ENSOKIG00005040160","Gene","Expression"
"14748","gene:ENSOKIG00005040543","gene:ENSOKIG00005040543","Gene","Expression"
"14749","gene:ENSOKIG00005040585","HUWE1","Gene","Expression"
"14750","gene:ENSOKIG00005041669","MIRLET7F2","Gene","Expression"
"14751","gene:ENSOKIG00005041701","PHF8","Gene","Expression"
"14752","gene:ENSOKIG00005041842","gene:ENSOKIG00005041842","Gene","Expression"
"14753","gene:ENSOKIG00005041922","FAM3A","Gene","Expression"
"14754","gene:ENSOKIG00005041973","idh3g","Gene","Expression"
"14755","gene:ENSOKIG00005042622","SSR4","Gene","Expression"
"14756","gene:ENSOKIG00005042744","gene:ENSOKIG00005042744","Gene","Expression"
"14757","gene:ENSOKIG00005042777","gene:ENSOKIG00005042777","Gene","Expression"
"14758","gene:ENSOKIG00005042786","gene:ENSOKIG00005042786","Gene","Expression"
"14759","gene:ENSOKIG00005042797","gene:ENSOKIG00005042797","Gene","Expression"
"14760","gene:ENSOKIG00005042832","naa10","Gene","Expression"
"14761","gene:ENSOKIG00005043168","zgc:158263","Gene","Expression"
"14762","gene:ENSOKIG00005043196","G6PD","Gene","Expression"
"14763","gene:ENSOKIG00005043542","gene:ENSOKIG00005043542","Gene","Expression"
"14764","gene:ENSOKIG00005043775","adcy6b","Gene","Expression"
"14765","gene:ENSOKIG00005044124","rnd1b","Gene","Expression"
"14766","gene:ENSOKIG00005044145","gene:ENSOKIG00005044145","Gene","Expression"
"14767","gene:ENSOKIG00005044215","gene:ENSOKIG00005044215","Gene","Expression"
"14768","gene:ENSOKIG00005044268","PTGES3","Gene","Expression"
"14769","gene:ENSOKIG00005044301","MIP","Gene","Expression"
"14770","gene:ENSOKIG00005044309","FIGNL2","Gene","Expression"
"14771","gene:ENSOKIG00005044311","gene:ENSOKIG00005044311","Gene","Expression"
"14772","gene:ENSOKIG00005044313","gene:ENSOKIG00005044313","Gene","Expression"
"14773","gene:ENSOKIG00005044324","gene:ENSOKIG00005044324","Gene","Expression"
"14774","gene:ENSOKIG00005044417","gene:ENSOKIG00005044417","Gene","Expression"
"14775","gene:ENSOKIG00005044461","si:dkey-9p24.5","Gene","Expression"
"14776","gene:ENSOKIG00005044751","dip2ba","Gene","Expression"
"14777","gene:ENSOKIG00005048245","atf7a","Gene","Expression"
"14778","gene:ENSOKIG00005048259","gene:ENSOKIG00005048259","Gene","Expression"
"14779","gene:ENSOKIG00005048280","gene:ENSOKIG00005048280","Gene","Expression"
"14780","gene:ENSOKIG00005048337","larp4aa","Gene","Expression"
"14781","gene:ENSOKIG00005048341","gene:ENSOKIG00005048341","Gene","Expression"
"14782","gene:ENSOKIG00005048347","PFKM","Gene","Expression"
"14783","gene:ENSOKIG00005048620","gene:ENSOKIG00005048620","Gene","Expression"
"14784","gene:ENSOKIG00005048625","DEF6","Gene","Expression"
"14785","gene:ENSOKIG00005004275","gene:ENSOKIG00005004275","Gene","Expression"
"14786","gene:ENSOKIG00005004345","gene:ENSOKIG00005004345","Gene","Expression"
"14787","gene:ENSOKIG00005004361","gene:ENSOKIG00005004361","Gene","Expression"
"14788","gene:ENSOKIG00005004388","gene:ENSOKIG00005004388","Gene","Expression"
"14789","gene:ENSOKIG00005004406","gene:ENSOKIG00005004406","Gene","Expression"
"14790","gene:ENSOKIG00005004418","gene:ENSOKIG00005004418","Gene","Expression"
"14791","gene:ENSOKIG00005004454","mapk14a","Gene","Expression"
"14792","gene:ENSOKIG00005004511","TLR5.1","Gene","Expression"
"14793","gene:ENSOKIG00005004548","CFAP100.1","Gene","Expression"
"14794","gene:ENSOKIG00005004576","klf15","Gene","Expression"
"14795","gene:ENSOKIG00005004627","CPNE9.1","Gene","Expression"
"14796","gene:ENSOKIG00005004903","gene:ENSOKIG00005004903","Gene","Expression"
"14797","gene:ENSOKIG00005004913","LHFPL4","Gene","Expression"
"14798","gene:ENSOKIG00005004925","gene:ENSOKIG00005004925","Gene","Expression"
"14799","gene:ENSOKIG00005004943","gene:ENSOKIG00005004943","Gene","Expression"
"14800","gene:ENSOKIG00005004949","si:ch211-220i18.4","Gene","Expression"
"14801","gene:ENSOKIG00005004959","U7.23","Gene","Expression"
"14802","gene:ENSOKIG00005005052","plxnb1a","Gene","Expression"
"14803","gene:ENSOKIG00005005640","zgc:171775","Gene","Expression"
"14804","gene:ENSOKIG00005005680","krt5","Gene","Expression"
"14805","gene:ENSOKIG00005005770","krt18a.1","Gene","Expression"
"14806","gene:ENSOKIG00005005837","gene:ENSOKIG00005005837","Gene","Expression"
"14807","gene:ENSOKIG00005005883","tns2a","Gene","Expression"
"14808","gene:ENSOKIG00005006005","tmem106c","Gene","Expression"
"14809","gene:ENSOKIG00005006030","sars1","Gene","Expression"
"14810","gene:ENSOKIG00005006062","gene:ENSOKIG00005006062","Gene","Expression"
"14811","gene:ENSOKIG00005006107","gene:ENSOKIG00005006107","Gene","Expression"
"14812","gene:ENSOKIG00005006206","gene:ENSOKIG00005006206","Gene","Expression"
"14813","gene:ENSOKIG00005006238","gene:ENSOKIG00005006238","Gene","Expression"
"14814","gene:ENSOKIG00005006279","gene:ENSOKIG00005006279","Gene","Expression"
"14815","gene:ENSOKIG00005006374","gene:ENSOKIG00005006374","Gene","Expression"
"14816","gene:ENSOKIG00005006443","PRKCZ","Gene","Expression"
"14817","gene:ENSOKIG00005006789","SKI","Gene","Expression"
"14818","gene:ENSOKIG00005006806","si:ch211-251b21.1","Gene","Expression"
"14819","gene:ENSOKIG00005006908","PLCH2","Gene","Expression"
"14820","gene:ENSOKIG00005007345","gene:ENSOKIG00005007345","Gene","Expression"
"14821","gene:ENSOKIG00005007356","pex10","Gene","Expression"
"14822","gene:ENSOKIG00005007372","gene:ENSOKIG00005007372","Gene","Expression"
"14823","gene:ENSOKIG00005007378","gene:ENSOKIG00005007378","Gene","Expression"
"14824","gene:ENSOKIG00005007408","tm9sf4","Gene","Expression"
"14825","gene:ENSOKIG00005007631","plagl2","Gene","Expression"
"14826","gene:ENSOKIG00005007635","gene:ENSOKIG00005007635","Gene","Expression"
"14827","gene:ENSOKIG00005007641","pofut1","Gene","Expression"
"14828","gene:ENSOKIG00005007672","kif3b","Gene","Expression"
"14829","gene:ENSOKIG00005007759","gene:ENSOKIG00005007759","Gene","Expression"
"14830","gene:ENSOKIG00005007791","myt1b","Gene","Expression"
"14831","gene:ENSOKIG00005007941","TBC1D22B","Gene","Expression"
"14832","gene:ENSOKIG00005009662","wu:fc63a07","Gene","Expression"
"14833","gene:ENSOKIG00005009671","plpbp","Gene","Expression"
"14834","gene:ENSOKIG00005009758","tmed4","Gene","Expression"
"14835","gene:ENSOKIG00005009807","fam50a","Gene","Expression"
"14836","gene:ENSOKIG00005009973","fam50a.1","Gene","Expression"
"14837","gene:ENSOKIG00005009999","srpk1a","Gene","Expression"
"14838","gene:ENSOKIG00005010020","lhfpl5b","Gene","Expression"
"14839","gene:ENSOKIG00005010031","CPNE5","Gene","Expression"
"14840","gene:ENSOKIG00005010080","gene:ENSOKIG00005010080","Gene","Expression"
"14841","gene:ENSOKIG00005010083","dclre1b","Gene","Expression"
"14842","gene:ENSOKIG00005010093","ADORA1","Gene","Expression"
"14843","gene:ENSOKIG00005010179","mmp9","Gene","Expression"
"14844","gene:ENSOKIG00005011071","ZNF335","Gene","Expression"
"14845","gene:ENSOKIG00005011104","gene:ENSOKIG00005011104","Gene","Expression"
"14846","gene:ENSOKIG00005011263","prok1","Gene","Expression"
"14847","gene:ENSOKIG00005011270","lamtor5","Gene","Expression"
"14848","gene:ENSOKIG00005011288","slc16a4","Gene","Expression"
"14849","gene:ENSOKIG00005011305","rbm15","Gene","Expression"
"14850","gene:ENSOKIG00005011309","ALX3","Gene","Expression"
"14851","gene:ENSOKIG00005011316","slc6a17","Gene","Expression"
"14852","gene:ENSOKIG00005011325","gene:ENSOKIG00005011325","Gene","Expression"
"14853","gene:ENSOKIG00005011334","gene:ENSOKIG00005011334","Gene","Expression"
"14854","gene:ENSOKIG00005011356","ahcyl1","Gene","Expression"
"14855","gene:ENSOKIG00005011390","nfyal","Gene","Expression"
"14856","gene:ENSOKIG00005011424","sort1b","Gene","Expression"
"14857","gene:ENSOKIG00005011471","gene:ENSOKIG00005011471","Gene","Expression"
"14858","gene:ENSOKIG00005011483","amigo1","Gene","Expression"
"14859","gene:ENSOKIG00005011493","gpr61","Gene","Expression"
"14860","gene:ENSOKIG00005011499","gene:ENSOKIG00005011499","Gene","Expression"
"14861","gene:ENSOKIG00005011514","gene:ENSOKIG00005011514","Gene","Expression"
"14862","gene:ENSOKIG00005011579","ampd2b","Gene","Expression"
"14863","gene:ENSOKIG00005011906","gene:ENSOKIG00005011906","Gene","Expression"
"14864","gene:ENSOKIG00005011917","eps8l3b","Gene","Expression"
"14865","gene:ENSOKIG00005011946","atp5pb","Gene","Expression"
"14866","gene:ENSOKIG00005011971","dnase1l1l","Gene","Expression"
"14867","gene:ENSOKIG00005012004","gene:ENSOKIG00005012004","Gene","Expression"
"14868","gene:ENSOKIG00005012012","si:ch211-150o23.2","Gene","Expression"
"14869","gene:ENSOKIG00005012023","gene:ENSOKIG00005012023","Gene","Expression"
"14870","gene:ENSOKIG00005012035","slc25a33","Gene","Expression"
"14871","gene:ENSOKIG00005012077","spsb1","Gene","Expression"
"14872","gene:ENSOKIG00005012082","gpr157","Gene","Expression"
"14873","gene:ENSOKIG00005012088","ca6","Gene","Expression"
"14874","gene:ENSOKIG00005012149","slc2a5","Gene","Expression"
"14875","gene:ENSOKIG00005012949","gene:ENSOKIG00005012949","Gene","Expression"
"14876","gene:ENSOKIG00005012967","eno1a","Gene","Expression"
"14877","gene:ENSOKIG00005013100","gene:ENSOKIG00005013100","Gene","Expression"
"14878","gene:ENSOKIG00005013107","gene:ENSOKIG00005013107","Gene","Expression"
"14879","gene:ENSOKIG00005004374","rerea","Gene","Expression"
"14880","gene:ENSOKIG00005004692","gene:ENSOKIG00005004692","Gene","Expression"
"14881","gene:ENSOKIG00005004718","gene:ENSOKIG00005004718","Gene","Expression"
"14882","gene:ENSOKIG00005004720","gene:ENSOKIG00005004720","Gene","Expression"
"14883","gene:ENSOKIG00005004745","emc1","Gene","Expression"
"14884","gene:ENSOKIG00005004821","ptk6b","Gene","Expression"
"14885","gene:ENSOKIG00005004832","gene:ENSOKIG00005004832","Gene","Expression"
"14886","gene:ENSOKIG00005004836","gene:ENSOKIG00005004836","Gene","Expression"
"14887","gene:ENSOKIG00005004842","gene:ENSOKIG00005004842","Gene","Expression"
"14888","gene:ENSOKIG00005004855","gene:ENSOKIG00005004855","Gene","Expression"
"14889","gene:ENSOKIG00005004930","trim101","Gene","Expression"
"14890","gene:ENSOKIG00005004940","DNAJC5","Gene","Expression"
"14891","gene:ENSOKIG00005004963","LAMA5","Gene","Expression"
"14892","gene:ENSOKIG00005005031","gene:ENSOKIG00005005031","Gene","Expression"
"14893","gene:ENSOKIG00005005047","cables2b","Gene","Expression"
"14894","gene:ENSOKIG00005005058","gene:ENSOKIG00005005058","Gene","Expression"
"14895","gene:ENSOKIG00005005070","xkr7","Gene","Expression"
"14896","gene:ENSOKIG00005005083","sox18","Gene","Expression"
"14897","gene:ENSOKIG00005005113","tcea2","Gene","Expression"
"14898","gene:ENSOKIG00005005129","gene:ENSOKIG00005005129","Gene","Expression"
"14899","gene:ENSOKIG00005005135","gene:ENSOKIG00005005135","Gene","Expression"
"14900","gene:ENSOKIG00005005155","gene:ENSOKIG00005005155","Gene","Expression"
"14901","gene:ENSOKIG00005005160","gene:ENSOKIG00005005160","Gene","Expression"
"14902","gene:ENSOKIG00005005174","gene:ENSOKIG00005005174","Gene","Expression"
"14903","gene:ENSOKIG00005005180","NPBWR2","Gene","Expression"
"14904","gene:ENSOKIG00005005190","si:dkey-48j7.3","Gene","Expression"
"14905","gene:ENSOKIG00005005201","PDZD4.1","Gene","Expression"
"14906","gene:ENSOKIG00005005212","gene:ENSOKIG00005005212","Gene","Expression"
"14907","gene:ENSOKIG00005005217","iqsec2a","Gene","Expression"
"14908","gene:ENSOKIG00005005227","gene:ENSOKIG00005005227","Gene","Expression"
"14909","gene:ENSOKIG00005005240","sypa","Gene","Expression"
"14910","gene:ENSOKIG00005005253","lhfpl4b","Gene","Expression"
"14911","gene:ENSOKIG00005005259","gene:ENSOKIG00005005259","Gene","Expression"
"14912","gene:ENSOKIG00005005315","hdac6","Gene","Expression"
"14913","gene:ENSOKIG00005006317","cdk20","Gene","Expression"
"14914","gene:ENSOKIG00005006359","gene:ENSOKIG00005006359","Gene","Expression"
"14915","gene:ENSOKIG00005006363","gene:ENSOKIG00005006363","Gene","Expression"
"14916","gene:ENSOKIG00005006428","HCFC1.1","Gene","Expression"
"14917","gene:ENSOKIG00005006465","mecp2","Gene","Expression"
"14918","gene:ENSOKIG00005006475","gene:ENSOKIG00005006475","Gene","Expression"
"14919","gene:ENSOKIG00005006502","fgd1","Gene","Expression"
"14920","gene:ENSOKIG00005006585","tfe3a","Gene","Expression"
"14921","gene:ENSOKIG00005006663","gene:ENSOKIG00005006663","Gene","Expression"
"14922","gene:ENSOKIG00005006669","zgc:113363","Gene","Expression"
"14923","gene:ENSOKIG00005006680","gene:ENSOKIG00005006680","Gene","Expression"
"14924","gene:ENSOKIG00005006718","si:ch211-169p10.1","Gene","Expression"
"14925","gene:ENSOKIG00005006775","abcd1","Gene","Expression"
"14926","gene:ENSOKIG00005007297","gene:ENSOKIG00005007297","Gene","Expression"
"14927","gene:ENSOKIG00005007298","gene:ENSOKIG00005007298","Gene","Expression"
"14928","gene:ENSOKIG00005007380","plxnb3","Gene","Expression"
"14929","gene:ENSOKIG00005009089","gene:ENSOKIG00005009089","Gene","Expression"
"14930","gene:ENSOKIG00005009111","tktb","Gene","Expression"
"14931","gene:ENSOKIG00005009315","gene:ENSOKIG00005009315","Gene","Expression"
"14932","gene:ENSOKIG00005009325","gene:ENSOKIG00005009325","Gene","Expression"
"14933","gene:ENSOKIG00005009327","gene:ENSOKIG00005009327","Gene","Expression"
"14934","gene:ENSOKIG00005009337","gene:ENSOKIG00005009337","Gene","Expression"
"14935","gene:ENSOKIG00005009339","gene:ENSOKIG00005009339","Gene","Expression"
"14936","gene:ENSOKIG00005009352","gene:ENSOKIG00005009352","Gene","Expression"
"14937","gene:ENSOKIG00005009365","arhgef3l","Gene","Expression"
"14938","gene:ENSOKIG00005009549","uba1","Gene","Expression"
"14939","gene:ENSOKIG00005012447","gene:ENSOKIG00005012447","Gene","Expression"
"14940","gene:ENSOKIG00005012453","gene:ENSOKIG00005012453","Gene","Expression"
"14941","gene:ENSOKIG00005012460","camkvl","Gene","Expression"
"14942","gene:ENSOKIG00005012485","gene:ENSOKIG00005012485","Gene","Expression"
"14943","gene:ENSOKIG00005012505","TSHB","Gene","Expression"
"14944","gene:ENSOKIG00005012578","gene:ENSOKIG00005012578","Gene","Expression"
"14945","gene:ENSOKIG00005012583","gene:ENSOKIG00005012583","Gene","Expression"
"14946","gene:ENSOKIG00005012596","gene:ENSOKIG00005012596","Gene","Expression"
"14947","gene:ENSOKIG00005012597","NGF","Gene","Expression"
"14948","gene:ENSOKIG00005012619","gene:ENSOKIG00005012619","Gene","Expression"
"14949","gene:ENSOKIG00005012624","zgc:194242","Gene","Expression"
"14950","gene:ENSOKIG00005012634","KCNA2","Gene","Expression"
"14951","gene:ENSOKIG00005012653","gene:ENSOKIG00005012653","Gene","Expression"
"14952","gene:ENSOKIG00005012671","KCNA10.1","Gene","Expression"
"14953","gene:ENSOKIG00005012683","gene:ENSOKIG00005012683","Gene","Expression"
"14954","gene:ENSOKIG00005012689","etv7","Gene","Expression"
"14955","gene:ENSOKIG00005012703","ube2t","Gene","Expression"
"14956","gene:ENSOKIG00005012716","gene:ENSOKIG00005012716","Gene","Expression"
"14957","gene:ENSOKIG00005012736","gene:ENSOKIG00005012736","Gene","Expression"
"14958","gene:ENSOKIG00005012769","gene:ENSOKIG00005012769","Gene","Expression"
"14959","gene:ENSOKIG00005012850","gene:ENSOKIG00005012850","Gene","Expression"
"14960","gene:ENSOKIG00005013019","gene:ENSOKIG00005013019","Gene","Expression"
"14961","gene:ENSOKIG00005013021","gene:ENSOKIG00005013021","Gene","Expression"
"14962","gene:ENSOKIG00005013040","ccnq","Gene","Expression"
"14963","gene:ENSOKIG00005013056","RPL10L","Gene","Expression"
"14964","gene:ENSOKIG00005026520","SNORA70.1","Gene","Expression"
"14965","gene:ENSOKIG00005026521","SNORA70.2","Gene","Expression"
"14966","gene:ENSOKIG00005026524","SNORA70.3","Gene","Expression"
